음식이름,주재료,부재료
참치샌드위치,,흰
참치샌드위치,,마요네즈
참치샌드위치,,씨
참깨 시금치된장무침,시금치,된장
참깨 시금치된장무침,소금,파
참깨 시금치된장무침,참기름,마늘
참깨 시금치된장무침,참깨,
바베큐 립,포크,토마토
바베큐 립,생강,레드와인
바베큐 립,대파,설탕
바베큐 립,물,우스터
바베큐 립,,핫소스
바베큐 립,,레몬즙
바베큐 립,,마늘
바베큐 립,,생강
오징어보쌈,오징어,무
오징어보쌈,,콩나물
오징어보쌈,,양파
오징어보쌈,,대파
오징어보쌈,,풋고추
오징어보쌈,,콩나물양념
오징어보쌈,,마늘
오징어보쌈,,참기름
오징어보쌈,,깨
오징어보쌈,,양념
오징어보쌈,,고춧가루
오징어보쌈,,생강가루
오징어보쌈,,맛술
오징어보쌈,,물엿
오징어보쌈,,참기름
오징어보쌈,,후추
오징어보쌈,,마늘
오징어보쌈,,무절임
오징어보쌈,,설탕
오징어보쌈,,소금
오징어보쌈,,식용유
바나나머핀,밀가루,소금
바나나머핀,버터,
바나나머핀,베이킹파우더,
바나나머핀,설탕,
바나나머핀,달걀,
바나나머핀,바나나1개,
바나나머핀,우유,
두부새송이버섯부침,두부,녹말가루
두부새송이버섯부침,새송이버섯,밀가루
두부새송이버섯부침,,달걀
두부새송이버섯부침,,소금
두부새송이버섯부침,,흰
스콘,박력분,베이킹파우더
스콘,건포도,버터
스콘,,달걀
스콘,,우유
스콘,,설탕
스콘,,소금
무쌈오절판,무,연겨자
무쌈오절판,설탕,식초
무쌈오절판,소금,설탕
무쌈오절판,식초,소금
무쌈오절판,물,간장
무쌈오절판,야채튀김,
무쌈오절판,크라비아,
무쌈오절판,당근,
무쌈오절판,오이,
무쌈오절판,포도씨유,
오향장육,돼지고기,양배추
오향장육,,양념
오향장육,,노두유
오향장육,,설탕
오향장육,,물엿
오향장육,,생강
오향장육,,홍고추
오향장육,,팔각
오향장육,,후추
오향장육,,대파
오향장육,,물
꼬마김밥,김,설탕
꼬마김밥,밥,식초
꼬마김밥,오이,소금
꼬마김밥,게맛살,
꼬마김밥,노란,
꼬마김밥,잔멸치,
꼬마김밥,소금,
양송이덮밥,밥,간장
양송이덮밥,쇠고기,청주
양송이덮밥,양송이버섯,녹말가루
양송이덮밥,대파,마늘
양송이덮밥,마늘,굴소스
양송이덮밥,피망,청주
양송이덮밥,검은깨,물
양송이덮밥,올리브오일,소금
양송이덮밥,,후춧가루
양송이덮밥,,참기름
양송이덮밥,,녹말물
얼큰 해물수제비,낙지,바지락
얼큰 해물수제비,대파,국물용
얼큰 해물수제비,감자,다시마
얼큰 해물수제비,양파,대파
얼큰 해물수제비,애호박,중력분
얼큰 해물수제비,소금,물
얼큰 해물수제비,후춧가루,청양고추
얼큰 해물수제비,,소금
얼큰 해물수제비,,식용유
얼큰 해물수제비,,고춧가루
얼큰 해물수제비,,고추장
얼큰 해물수제비,,마늘
얼큰 해물수제비,,국간장
얼큰 해물수제비,,청주
얼큰 해물수제비,,소금
손칼국수,밀가루,표고버섯
손칼국수,물,애호박
손칼국수,소금,당근
손칼국수,,양파
손칼국수,,느타리
손칼국수,,멸치
손칼국수,,다시마
손칼국수,,물
손칼국수,,국간장
손칼국수,,소금
짜장면,생면,대파
짜장면,춘장,마늘
짜장면,돼지고기,포도씨유
짜장면,양파,청주
짜장면,,간장
짜장면,,굴소스
짜장면,,설탕
짜장면,,물
짜장면,,녹말물
짜장면,,참기름
메밀전병,메밀가루,물
메밀전병,,소금
메밀전병,,식용유
메밀전병,,전병소
메밀전병,,대파
메밀전병,,마늘
메밀전병,,참기름
메밀전병,,깨소금
고구마 크로켓,고구마,달걀
고구마 크로켓,버터,밀가루
고구마 크로켓,꿀,빵가루
고구마 크로켓,양파,식용유
고구마 크로켓,당근,
고구마 크로켓,햄,
고구마 크로켓,소금,
고구마 크로켓,후춧가루,
멸치주먹밥,쌀,간장
멸치주먹밥,찹쌀,물엿
멸치주먹밥,물,올리브오일
멸치주먹밥,잔멸치,깨소금
멸치주먹밥,홍고추,청주
멸치주먹밥,김가루,
멸치주먹밥,참기름,
닭 꼬치구이,닭,설탕
닭 꼬치구이,소금,간장
닭 꼬치구이,달걀,물엿
닭 꼬치구이,고추,생강즙
닭 꼬치구이,,청주
닭 꼬치구이,,맛국물
닭 꼬치구이,,소금
닭 꼬치구이,,후춧가루
김치국수,소면,애호박
김치국수,김치,참기름
김치국수,,고춧가루
김치국수,,설탕
김치국수,,소금
김치국수,,육수
김치국수,,물
김치국수,,달걀
치즈케이크,크림치즈,슈가파우더
치즈케이크,박력분,달걀
치즈케이크,,생크림
치즈케이크,,사워크림
치즈케이크,,버터
치즈케이크,,슈가파우더
치즈케이크,,아몬드가루
치즈케이크,,달걀
치즈케이크,,소금
치즈케이크,,바닐라향
조개구이,바지락,고추장
조개구이,레몬,고춧가루
조개구이,,설탕
조개구이,,식초
조개구이,,청주
조개구이,,레몬즙
조개구이,,유자건지
채소로 속을 채운 훈제연어롤,훈제연어,당근
채소로 속을 채운 훈제연어롤,,셀러리
채소로 속을 채운 훈제연어롤,,무
채소로 속을 채운 훈제연어롤,,홍피망
채소로 속을 채운 훈제연어롤,,청피망
채소로 속을 채운 훈제연어롤,,겨자무
채소로 속을 채운 훈제연어롤,,생크림
채소로 속을 채운 훈제연어롤,,레몬
채소로 속을 채운 훈제연어롤,,소금
채소로 속을 채운 훈제연어롤,,흰
채소로 속을 채운 훈제연어롤,,양상추
채소로 속을 채운 훈제연어롤,,양파
채소로 속을 채운 훈제연어롤,,케이퍼
채소로 속을 채운 훈제연어롤,,레몬
채소로 속을 채운 훈제연어롤,,파슬리
콩나물 맛살냉채,콩나물,겨자
콩나물 맛살냉채,맛살,식초
콩나물 맛살냉채,오이,마늘
콩나물 맛살냉채,,설탕
콩나물 맛살냉채,,소금
당근양파볶음,당근,올리브오일
당근양파볶음,양파,홍고추
당근양파볶음,,마늘
당근양파볶음,,실파
당근양파볶음,,소금
단호박조림,닭날개,생강즙
단호박조림,단호박,후춧가루
단호박조림,식용유,물
단호박조림,통깨,간장
단호박조림,,설탕
단호박조림,,물엿
단호박조림,,청주
백김치,배추,미나리
백김치,,무
